,created_at,id,id_str,full_text,truncated,display_text_range,entities,metadata,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,user,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang
0,2022-09-01 22:03:00+00:00,1565460240597934082,1565460240597934080,I'm so disappointed that a milliseconds countdown to the World Cup didn't start immediately at 11pm on @SkySportsNews #DeadlineDay,False,"[0, 130]","{'hashtags': [{'text': 'DeadlineDay', 'indices': [118, 130]}], 'symbols': [], 'user_mentions': [{'screen_name': 'SkySportsNews', 'name': 'Sky Sports News', 'id': 108568373, 'id_str': '108568373', 'indices': [103, 117]}], 'urls': []}","{'iso_language_code': 'en', 'result_type': 'recent'}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,"{'id': 113723018, 'id_str': '113723018', 'name': 'Andrew Wilson', 'screen_name': 'Wilsbowski', 'location': '', 'description': 'Consistently inconsistent', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 103, 'friends_count': 83, 'listed_count': 2, 'created_at': 'Fri Feb 12 20:33:14 +0000 2010', 'favourites_count': 7, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 165, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': '131516', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme14/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme14/bg.gif', 'profile_background_tile': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/3279222308/ea4d417b9889e02eaef5b0e41e48e0b1_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/3279222308/ea4d417b9889e02eaef5b0e41e48e0b1_normal.jpeg', 'profile_link_color': '009999', 'profile_sidebar_border_color': 'EEEEEE', 'profile_sidebar_fill_color': 'EFEFEF', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",,,,,False,0,0,False,False,en
1,2022-09-01 22:02:55+00:00,1565460218355613696,1565460218355613696,"@creme_uc @Arsenal For me, a winger was more important. 
Season  technically  ends  in November.  There is  World Cup.
Hoping we make the right  adjustments  in January.",False,"[19, 169]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'creme_uc', 'name': 'B!!  🇳🇬🇳🇬🇳🇬', 'id': 262825746, 'id_str': '262825746', 'indices': [0, 9]}, {'screen_name': 'Arsenal', 'name': 'Arsenal', 'id': 34613288, 'id_str': '34613288', 'indices': [10, 18]}], 'urls': []}","{'iso_language_code': 'en', 'result_type': 'recent'}","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.5654592418962555e+18,1.5654592418962555e+18,262825746.0,262825746.0,creme_uc,"{'id': 974787973, 'id_str': '974787973', 'name': '#AGROPHOENIX', 'screen_name': 'adekanye52', 'location': '', 'description': 'In love with the Marine Environment.\nA great mind. Spontaneous Sports writer.\nSports Journalist, Sports analyst.\nA beautiful mind that loves to write.', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 1707, 'friends_count': 1557, 'listed_count': 11, 'created_at': 'Tue Nov 27 21:41:51 +0000 2012', 'favourites_count': 2494, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 138063, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1334437757339521028/HV16x7Om_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1334437757339521028/HV16x7Om_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/974787973/1595411720', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",,,,,False,0,0,False,False,en
2,2022-09-01 22:02:51+00:00,1565460200693370880,1565460200693370880,"AlRihla world cup football brings you  a new soccer experience Via a transparent, trustworthy Blockchain technology. Explore it to be a beneficiary
#alRihla #BNB #Binance #WorldCup",False,"[0, 180]","{'hashtags': [{'text': 'alRihla', 'indices': [148, 156]}, {'text': 'BNB', 'indices': [157, 161]}, {'text': 'Binance', 'indices': [162, 170]}, {'text': 'WorldCup', 'indices': [171, 180]}], 'symbols': [], 'user_mentions': [], 'urls': []}","{'iso_language_code': 'en', 'result_type': 'recent'}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,"{'id': 1259545086884528128, 'id_str': '1259545086884528128', 'name': 'Joshua Dave', 'screen_name': 'JoshuaD30406603', 'location': 'Edo, Nigeria', 'description': 'if I follow you, do well to follow back, life is about mutual benefit. \nam cool with #crypto, #NFT, #metaverse, #Blockchain, #Defi', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 822, 'friends_count': 2726, 'listed_count': 4, 'created_at': 'Sun May 10 18:06:22 +0000 2020', 'favourites_count': 372, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 764, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1540244617714696192/sshkRXJ2_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1540244617714696192/sshkRXJ2_normal.jpg', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",,,,,False,0,0,False,False,en
3,2022-09-01 22:02:50+00:00,1565460195865776129,1565460195865776128,Why is Pulisic still at Chelsea? Terrible I think for both club and player. Not sure you can count on him for the World Cup now.,False,"[0, 128]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","{'iso_language_code': 'en', 'result_type': 'recent'}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,"{'id': 96861808, 'id_str': '96861808', 'name': 'Kurt Kretten', 'screen_name': 'kurtkretten', 'location': 'New York City', 'description': 'Writer, Director, Designer, Artist and pop culture junkie who loves a good story. Chief Creative Officer @ MARKS', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 99, 'friends_count': 423, 'listed_count': 3, 'created_at': 'Mon Dec 14 23:08:35 +0000 2009', 'favourites_count': 3872, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 858, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1469068985014665224/4GwK9Vwl_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1469068985014665224/4GwK9Vwl_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/96861808/1613231167', 'profile_link_color': 'FF691F', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",,,,,False,0,0,False,False,en
4,2022-09-01 22:02:49+00:00,1565460193399504899,1565460193399504896,A window that started so well fails to deliver in the end. Once again we leave ourselves short going into the season. CM should’ve been brought in regardless. Can only hope the key players remain fit till the World Cup and we go from there.,False,"[0, 240]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","{'iso_language_code': 'en', 'result_type': 'recent'}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,"{'id': 850747214909423616, 'id_str': '850747214909423616', 'name': 'Sash ~', 'screen_name': 'ltarsenal', 'location': 'North London Foreverrrrr', 'description': 'Comprehensive #AFC coverage. \n\nSUBSCRIBE to my YouTube: https://t.co/RnarZ3YulA\n\nFor enquiries, contact: ltarsenalfc@gmail.com', 'url': 'https://t.co/Aj7vzFkwH6', 'entities': {'url': {'urls': [{'url': 'https://t.co/Aj7vzFkwH6', 'expanded_url': 'https://ltarsenal.com', 'display_url': 'ltarsenal.com', 'indices': [0, 23]}]}, 'description': {'urls': [{'url': 'https://t.co/RnarZ3YulA', 'expanded_url': 'http://youtube.com/channel/UCqKflOUGJbCYmli5BoKfh2w', 'display_url': 'youtube.com/channel/UCqKfl…', 'indices': [56, 79]}]}}, 'protected': False, 'followers_count': 273003, 'friends_count': 1888, 'listed_count': 1508, 'created_at': 'Sat Apr 08 16:28:36 +0000 2017', 'favourites_count': 33735, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 47109, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': '000000', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1519636210460897280/tRdXITJa_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1519636210460897280/tRdXITJa_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/850747214909423616/1650930803', 'profile_link_color': 'E81C4F', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': '000000', 'profile_text_color': '000000', 'profile_use_background_image': False, 'has_extended_profile': True, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",,,,,False,1,20,False,False,en
5,2022-09-01 22:02:30+00:00,1565460115305533440,1565460115305533440,"@GunnerLoulou Edu and Arteta will do what they must. Either way. 11 league matches and 6 Europa league matches before the World Cup and the opening of the January window, and the chance to do biz again then. Without incoming, I hope it'll be enough. #coyg",False,"[14, 255]","{'hashtags': [{'text': 'coyg', 'indices': [250, 255]}], 'symbols': [], 'user_mentions': [{'screen_name': 'GunnerLoulou', 'name': 'Loulou Gunner', 'id': 1329484143059734533, 'id_str': '1329484143059734533', 'indices': [0, 13]}], 'urls': []}","{'iso_language_code': 'en', 'result_type': 'recent'}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.5654587694290207e+18,1.5654587694290207e+18,1.3294841430597345e+18,1.3294841430597345e+18,GunnerLoulou,"{'id': 1161402078045933568, 'id_str': '1161402078045933568', 'name': 'Judas -- here.', 'screen_name': 'SebJude', 'location': 'Melbourne, Victoria', 'description': 'Facilis descensus averno.\nNoctes atque dies patet atri ianua ditis.', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 75, 'friends_count': 193, 'listed_count': 0, 'created_at': 'Tue Aug 13 22:20:08 +0000 2019', 'favourites_count': 1239, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 5192, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1535774177793175552/dK0gaNLE_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1535774177793175552/dK0gaNLE_normal.jpg', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",,,,,False,0,0,False,False,en
6,2022-09-01 22:02:30+00:00,1565460113963601923,1565460113963601920,"Well.. we play till November. 

By thr time wr back from d world cup. I hope we get bodies in. Cos i believe we ll be in a good position come the WC break",False,"[0, 154]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","{'iso_language_code': 'en', 'result_type': 'recent'}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,"{'id': 44079290, 'id_str': '44079290', 'name': '3D05A', 'screen_name': 'alijaxz', 'location': 'FInd Me If You Can', 'description': 'YingYang🧘\u200d♂️\n〽️', 'url': 'https://t.co/ciU1OLwm2m', 'entities': {'url': {'urls': [{'url': 'https://t.co/ciU1OLwm2m', 'expanded_url': 'http://www.gemstonemartltd.com', 'display_url': 'gemstonemartltd.com', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 1155, 'friends_count': 2838, 'listed_count': 10, 'created_at': 'Tue Jun 02 07:26:15 +0000 2009', 'favourites_count': 2181, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 31647, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': '000000', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1538974101649465346/UUf3-UFU_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1538974101649465346/UUf3-UFU_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/44079290/1646514950', 'profile_link_color': '1B95E0', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': '000000', 'profile_text_color': '000000', 'profile_use_background_image': False, 'has_extended_profile': True, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",,,,,False,0,0,False,False,en
7,2022-09-01 22:02:28+00:00,1565460103616249856,1565460103616249856,"10 more league games until the world cup. 6 europa. EPL returns boxing day.

Prioritise the league, rotate in the europa/carabao.

Schedule isn't as bad as being made out tbh. We'd have to be REALLY unlucky to get more big injuries, should have enough  until
Jan for top 4 dreams.",False,"[0, 280]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","{'iso_language_code': 'en', 'result_type': 'recent'}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,"{'id': 53757140, 'id_str': '53757140', 'name': 'SLÄDE', 'screen_name': 'Dan14Slade', 'location': 'London', 'description': 'Accounting and Finance BSc\nArsenal\nHouston Rockets', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 269, 'friends_count': 746, 'listed_count': 9, 'created_at': 'Sat Jul 04 20:49:12 +0000 2009', 'favourites_count': 6379, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 26451, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': '000000', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1518174855371313152/gIwBwjja_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1518174855371313152/gIwBwjja_normal.jpg', 'profile_link_color': '0A03E6', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",,,,,False,0,0,False,False,en
8,2022-09-01 22:02:25+00:00,1565460091993825283,1565460091993825280,@papps_Jeff_Rey @rehnato @FabrizioRomano Who did we loan out ? We have the world cup soon.,False,"[41, 90]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'papps_Jeff_Rey', 'name': 'jeffreypappylo_x', 'id': 874520066586537984, 'id_str': '874520066586537984', 'indices': [0, 15]}, {'screen_name': 'rehnato', 'name': 'Renato', 'id': 1547894079295348736, 'id_str': '1547894079295348736', 'indices': [16, 24]}, {'screen_name': 'FabrizioRomano', 'name': 'Fabrizio Romano', 'id': 330262748, 'id_str': '330262748', 'indices': [25, 40]}], 'urls': []}","{'iso_language_code': 'en', 'result_type': 'recent'}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.56545820349576e+18,1.56545820349576e+18,8.74520066586538e+17,8.74520066586538e+17,papps_Jeff_Rey,"{'id': 1331556154351235072, 'id_str': '1331556154351235072', 'name': 'United Soccer USA', 'screen_name': 'UnitedSoccerUSA', 'location': '', 'description': 'Manchester United fan channel from an American lets get it.', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 14, 'friends_count': 98, 'listed_count': 0, 'created_at': 'Wed Nov 25 11:12:16 +0000 2020', 'favourites_count': 1199, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 612, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1334888472969089026/BNEGGocp_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1334888472969089026/BNEGGocp_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1331556154351235072/1607097188', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",,,,,False,0,0,False,False,en
9,2022-09-01 22:02:24+00:00,1565460088072163330,1565460088072163328,"@Leanne89860571 Who knows, maybe she'll have a cup of chamomile tea, calm down, and see my point.  With all of the things going on in the world, you have to hope for the best in humanity, right?",False,"[16, 194]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'Leanne89860571', 'name': 'L', 'id': 1072964941081120770, 'id_str': '1072964941081120770', 'indices': [0, 15]}], 'urls': []}","{'iso_language_code': 'en', 'result_type': 'recent'}","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.565459385278677e+18,1.565459385278677e+18,21495859.0,21495859.0,Elizabeth_Boyle,"{'id': 21495859, 'id_str': '21495859', 'name': 'Elizabeth Boyle', 'screen_name': 'Elizabeth_Boyle', 'location': 'United States of America', 'description': 'author, entrepreneur, and San Franciscan.  Univ of VA and French American International School Alumna. Sparkling conversation and intellectual rigor required.', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 78, 'friends_count': 207, 'listed_count': 3, 'created_at': 'Sat Feb 21 16:17:43 +0000 2009', 'favourites_count': 722, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 355, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/2483944238/36efz53nbe14lvyocxnz_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/2483944238/36efz53nbe14lvyocxnz_normal.png', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",,,,,False,0,0,False,False,en
